t, $atleast, >d, $done_percent, <ep, $learning_curve, <np, $nprod, $optimism, $pomposity, $productivity_exp, $productivity_new, $r, $to, $ts, >d, <ep, <np, $r, $nprod, $ts, $to
24, 88.76, 36.06, 95.23, 17.02, 52.24, 0.0, 0.55, 4.27, 0.7, 9.08, 0.33, 162.17, 91.13, 8.25, 100, 17, 0, 0, 0, 0.55, 100, 8.25, 0, 0, 52.99, 37.58, 91.13
21, 12.75, 50.58, 92.4, 19.48, 60.11, 0.0, 0.76, 4.84, 0.33, 7.8, 0.11, 324.31, 22.49, 9.01, 100, 19, 0, 0, 0, 0.76, 100, 9.01, 0, 0, 88.33, 21.58, 22.49
19, 51.13, 18.5, 34.98, 28.3, 99.35, 0.0, 0.68, 5.43, 0.42, 9.14, 0.51, 666.67, 69.86, 7.1, 100, 28, 0, 0, 0, 0.68, 100, 7.1, 0, 0, 100, 19.27, 69.86
30, 61.11, 22.06, 38.94, 26.17, 72.3, 0.0, 0.29, 3.41, 0.87, 3.05, 0.64, 928.05, 18.31, 1.11, 45.06, 26, 0, 905.05, 0, 0.29, 100, 1.11, 0, 0, 0, 100, 18.31
69, 91.06, 46.13, 41.25, 22.78, 45.04, 0.0, 0.54, 1.25, 0.97, 3.64, 0.05, 558.91, 51.26, 6.8, 100, 22, 0, 0, 0, 0.54, 86.25, 6.8, 0, 0, 27.04, 37.48, 51.26
24, 96.09, 24.91, 78.12, 12.64, 60.66, 0.0, 0.48, 4.29, 0.21, 7.53, 0.69, 943.31, 32.52, 2.43, 100, 12, 0, 0, 0, 0.48, 100, 2.43, 0, 0, 41.77, 3.69, 32.52
15, 44.68, 9.07, 46.98, 12.35, 9.56, 0.0, 0.96, 7.01, 0.19, 9.3, 0.28, 103.4, 52.81, 3.69, 100, 12, 0, 0, 0, 0.96, 100, 3.69, 0, 0, 100, 2.34, 52.81
22, 12.28, 70.08, 79.89, 17.42, 82.78, 0.0, 0.95, 4.62, 0.43, 2.33, 0.29, 553.35, 60.8, 5.94, 100, 17, 0, 0, 0, 0.95, 100, 5.94, 0, 0, 33.12, 11.98, 60.8
14, 98.27, 88.53, 84.48, 7.08, 63.88, 0.0, 0.35, 7.29, 0.33, 7.91, 0.24, 413.9, 12.7, 3.01, 100, 7, 0, 147.41, 0, 0.35, 100, 3.01, 0, 0, 19.01, 1.91, 12.7
69, 56.94, 74.83, 76.21, 27.47, 12.37, 0.0, 0.72, 1.46, 0.14, 3.38, 0.16, 889.05, 62.59, 5.41, 100, 27, 0, 0, 0, 0.72, 100, 5.41, 0, 0, 62.45, 4.95, 62.59
33, 92.23, 60.47, 94.33, 24.54, 91.57, 0.0, 0.28, 3.06, 0.19, 5.32, 0.94, 521.49, 3.88, 2.18, 100, 24, 0, 0, 0, 0.28, 100, 2.18, 0, 0, 28.85, 19.3, 3.88
11, 75.09, 77.95, 43.96, 14.86, 37.98, 0.0, 0.65, 9.32, 0.77, 7.37, 0.83, 684.28, 88.47, 6.62, 100, 14, 0, 116.07, 0, 0.65, 100, 6.62, 0, 0, 50.11, 25.28, 88.47
12, 56.78, 17.78, 88.26, 19.62, 89.62, 0.0, 0.89, 8.55, 0.28, 2.4, 0.22, 242.32, 53.68, 9.73, 100, 19, 0, 0, 0, 0.89, 100, 9.73, 0, 0, 31.82, 21.59, 53.68
28, 66.86, 1.26, 95.63, 1.32, 74.44, 0.0, 0.11, 3.62, 0.13, 4.02, 0.2, 883.16, 55.6, 2.03, 13.62, 1, 0, 870.8, 0, 0.11, 100, 2.03, 0, 0, 0.44, 0.17, 55.6
43, 57.22, 22.29, 13.8, 16.13, 26.03, 0.0, 0.1, 2.38, 0.43, 4.56, 0.65, 351.42, 83.69, 9.76, 100, 16, 0, 139.34, 0, 0.1, 100, 9.76, 0, 0, 4.88, 33.17, 83.69
13, 27.11, 19.83, 49.15, 15.7, 62.5, 0.0, 0.86, 7.8, 0.58, 9.57, 0.9, 604.04, 44.7, 7.07, 100, 15, 0, 0, 0, 0.86, 100, 7.07, 0, 0, 96.17, 22.1, 44.7
15, 17.32, 51.22, 0.43, 11.03, 64.48, 0.0, 0.51, 6.83, 0.31, 4.57, 0.05, 783.93, 27.17, 9.31, 100, 11, 0, 476.24, 0, 0.51, 100, 9.31, 0, 0, 20.15, 21.42, 27.17
11, 67.64, 21.57, 25.56, 29.32, 70.71, 0.0, 0.37, 9.15, 0.59, 5.47, 0.8, 552.94, 59.33, 8.16, 100, 29, 0, 107.43, 0, 0.37, 100, 8.16, 0, 0, 38.68, 34.09, 59.33
27, 30.66, 84.33, 64.15, 19.62, 2.18, 0.0, 0.58, 3.83, 0.01, 3.82, 0.1, 788.22, 26.57, 7.33, 100, 19, 0, 0, 0, 0.58, 100, 7.33, 0, 0, 41.92, 0.43, 26.57
12, 44.0, 37.32, 16.12, 13.23, 94.5, 0.0, 0.83, 8.9, 0.56, 2.72, 0.7, 675.86, 14.89, 5.35, 100, 13, 0, 361.58, 0, 0.83, 100, 5.35, 0, 0, 25.9, 11.74, 14.89
30, 50.59, 81.56, 67.1, 15.04, 73.79, 0.0, 0.17, 3.39, 0.29, 8.37, 0.21, 155.86, 42.64, 8.99, 100, 15, 0, 0, 0, 0.17, 100, 8.99, 0, 0, 17.36, 18.64, 42.64
30, 88.85, 37.57, 10.51, 18.63, 31.01, 0.0, 0.66, 3.35, 0.21, 7.02, 0.4, 908.83, 2.94, 6.11, 100, 18, 0, 0, 0, 0.66, 100, 6.11, 0, 0, 78.16, 6.28, 2.94
22, 66.6, 35.0, 75.78, 24.86, 10.81, 0.0, 0.89, 4.69, 0.66, 4.55, 0.88, 980.23, 56.23, 9.93, 100, 24, 0, 0, 0, 0.89, 100, 9.93, 0, 0, 44.75, 53.96, 56.23
26, 17.04, 4.07, 0.85, 22.79, 84.89, 0.0, 0.22, 3.86, 0.59, 7.34, 0.6, 751.43, 87.22, 6.7, 100, 22, 0, 25.34, 0, 0.22, 100, 6.7, 0, 0, 27.62, 22.25, 87.22
50, 16.92, 11.69, 61.68, 2.02, 79.22, 0.0, 0.75, 2.01, 0.34, 5.65, 0.81, 339.1, 15.98, 5.56, 100, 2, 0, 0, 0, 0.75, 100, 5.56, 0, 0, 7.86, 7.21, 15.98
17, 22.11, 67.43, 77.25, 3.76, 68.18, 0.0, 0.82, 6.07, 0.86, 3.93, 0.82, 253.56, 56.16, 4.52, 100, 3, 0, 105.84, 0, 0.82, 100, 4.52, 0, 0, 8.63, 10.75, 56.16
20, 0.87, 75.43, 55.27, 14.3, 72.72, 0.0, 0.2, 5.12, 0.09, 7.78, 0.74, 142.5, 84.25, 7.63, 100, 14, 0, 0, 0, 0.2, 100, 7.63, 0, 0, 20.91, 4.02, 84.25
22, 89.02, 73.32, 17.04, 17.55, 8.51, 0.0, 0.35, 4.55, 0.08, 3.18, 0.89, 359.44, 94.26, 8.6, 100, 17, 0, 0, 0, 0.35, 100, 8.6, 0, 0, 18.03, 4.7, 94.26
11, 30.45, 7.89, 17.03, 3.35, 53.45, 0.0, 0.19, 9.52, 0.97, 2.99, 0.27, 636.23, 67.56, 5.73, 22.9, 3, 0, 621.22, 0, 0.19, 100, 5.73, 0, 0, 1.33, 21.92, 67.56
13, 89.98, 9.43, 65.14, 24.69, 73.41, 0.0, 0.22, 8.01, 0.77, 1.65, 0.68, 166.4, 94.28, 3.3, 86.75, 24, 0, 89.08, 0, 0.22, 100, 3.3, 0, 0, 5.72, 34.37, 94.28
25, 43.23, 78.7, 27.3, 6.73, 58.95, 0.0, 0.85, 4.04, 0.54, 8.31, 0.42, 923.29, 76.15, 8.96, 100, 6, 0, 212.38, 0, 0.85, 100, 8.96, 0, 0, 27.86, 34.27, 76.15
17, 26.53, 22.59, 12.7, 24.76, 64.48, 0.0, 0.51, 5.98, 0.7, 9.18, 0.31, 194.53, 73.89, 4.8, 100, 24, 0, 0, 0, 0.51, 100, 4.8, 0, 0, 88.42, 21.31, 73.89
12, 73.99, 24.92, 91.01, 2.86, 78.7, 0.0, 0.2, 8.78, 0.14, 6.88, 0.58, 507.13, 25.8, 4.77, 57.33, 2, 0, 474.72, 0, 0.2, 100, 4.77, 0, 0, 2.7, 2.04, 25.8
16, 66.29, 59.02, 74.75, 8.73, 85.23, 0.0, 0.98, 6.27, 0.52, 9.35, 0.42, 330.31, 71.61, 7.09, 100, 8, 0, 0, 0, 0.98, 100, 7.09, 0, 0, 59.16, 19.29, 71.61
49, 69.59, 26.22, 74.28, 29.28, 62.09, 0.0, 0.78, 2.05, 0.03, 2.58, 0.95, 440.79, 19.72, 5.08, 100, 29, 0, 0, 0, 0.78, 100, 5.08, 0, 0, 57.68, 1.16, 19.72
26, 0.29, 87.31, 24.7, 15.63, 28.93, 0.0, 0.19, 3.98, 0.87, 2.31, 0.25, 548.8, 62.9, 5.25, 100, 15, 0, 408.43, 0, 0.19, 100, 5.25, 0, 0, 5.35, 18.71, 62.9
31, 27.06, 5.01, 80.93, 23.04, 19.72, 0.0, 0.85, 3.28, 0.75, 4.81, 0.29, 273.48, 46.91, 9.66, 100, 23, 0, 0, 0, 0.85, 100, 9.66, 0, 0, 39.8, 57.68, 46.91
11, 77.16, 59.18, 50.96, 9.75, 13.26, 0.0, 0.52, 9.26, 0.21, 8.96, 0.72, 371.54, 28.09, 7.4, 100, 9, 0, 0, 0, 0.52, 100, 7.4, 0, 0, 38.32, 8.61, 28.09
16, 92.73, 42.92, 64.6, 11.91, 52.66, 0.0, 0.5, 6.4, 0.03, 5.28, 0.75, 125.85, 93.32, 8.97, 100, 11, 0, 0, 0, 0.5, 100, 8.97, 0, 0, 28.49, 1.91, 93.32
13, 10.26, 70.32, 47.77, 24.13, 81.77, 0.0, 0.36, 7.73, 0.67, 4.29, 0.32, 379.64, 67.29, 2.58, 100, 24, 0, 110.64, 0, 0.36, 100, 2.58, 0, 0, 19.33, 47.85, 67.29
11, 65.23, 84.46, 49.07, 24.05, 45.0, 0.0, 0.88, 9.96, 0.86, 6.88, 0.29, 388.06, 71.48, 1.51, 100, 24, 0, 288.06, 0, 0.88, 100, 1.51, 0, 0, 0, 100, 71.48
20, 98.1, 73.52, 88.93, 23.91, 71.33, 0.0, 0.87, 5.2, 0.96, 9.52, 0.14, 976.1, 88.73, 3.2, 100, 23, 0, 0, 0, 0.87, 100, 3.2, 0, 0, 100, 41.4, 88.73
15, 41.42, 68.45, 12.36, 10.5, 72.85, 0.0, 0.98, 6.96, 0.2, 7.6, 0.17, 653.42, 77.49, 3.32, 100, 10, 0, 0, 0, 0.98, 100, 3.32, 0, 0, 73.08, 1.89, 77.49
14, 99.91, 24.1, 98.36, 18.78, 21.32, 0.0, 0.17, 7.37, 0.2, 8.74, 0.43, 747.1, 19.94, 7.04, 100, 18, 0, 399.73, 0, 0.17, 100, 7.04, 0, 0, 24.66, 7.78, 19.94
19, 39.98, 15.0, 34.38, 13.18, 42.7, 0.0, 0.91, 5.5, 0.41, 3.64, 0.32, 690.69, 79.35, 9.33, 100, 13, 0, 93.53, 0, 0.91, 100, 9.33, 0, 0, 30.78, 28.51, 79.35
14, 62.43, 7.67, 29.09, 19.49, 39.68, 0.0, 0.51, 7.44, 0.18, 7.93, 0.47, 299.13, 41.37, 6.37, 100, 19, 0, 0, 0, 0.51, 100, 6.37, 0, 0, 72.31, 5.9, 41.37
25, 91.47, 9.85, 63.45, 19.28, 19.56, 0.0, 0.59, 4.01, 0.77, 1.33, 0.2, 477.12, 57.99, 4.91, 100, 19, 0, 169.2, 0, 0.59, 100, 4.91, 0, 0, 12.21, 18.11, 57.99
20, 8.56, 54.14, 18.08, 1.65, 90.58, 0.0, 0.15, 5.14, 0.05, 1.33, 0.67, 601.59, 4.33, 3.91, 58.11, 1, 0, 597.62, 0, 0.15, 100, 3.91, 0, 0, 0.2, 0.45, 4.33
13, 99.11, 39.8, 94.9, 25.63, 90.59, 0.0, 0.92, 8.1, 0.61, 2.37, 0.41, 609.12, 24.36, 1.86, 100, 25, 0, 521.01, 0, 0.92, 100, 1.86, 0, 0, 2.8, 94.86, 24.36
15, 79.3, 5.96, 31.69, 29.38, 7.42, 0.0, 0.47, 6.81, 0.33, 6.41, 0.22, 549.22, 57.99, 4.82, 100, 29, 0, 0, 0, 0.47, 100, 4.82, 0, 0, 75.91, 13.12, 57.99
44, 22.35, 79.6, 37.77, 17.76, 93.8, 0.0, 0.83, 2.3, 0.36, 4.8, 0.14, 172.15, 49.46, 1.81, 100, 17, 0, 0, 0, 0.83, 100, 1.81, 0, 0, 50.4, 25.59, 49.46
40, 87.66, 76.47, 86.26, 8.36, 51.5, 0.0, 0.52, 2.53, 0.06, 6.8, 0.58, 338.13, 78.7, 4.76, 100, 8, 0, 0, 0, 0.52, 100, 4.76, 0, 0, 28.04, 0.88, 78.7
28, 12.7, 75.66, 8.12, 10.27, 84.79, 0.0, 0.43, 3.64, 0.62, 8.87, 0.09, 743.6, 59.65, 2.19, 100, 10, 0, 0, 0, 0.43, 100, 2.19, 0, 0, 34.8, 8.76, 59.65
22, 86.6, 83.49, 31.07, 10.73, 91.29, 0.0, 0.87, 4.71, 0.57, 8.09, 0.25, 882.54, 94.13, 4.1, 100, 10, 0, 0, 0, 0.87, 100, 4.1, 0, 0, 65.7, 6.66, 94.13
69, 66.24, 70.21, 79.49, 4.33, 91.5, 0.0, 0.76, 1.03, 0.02, 1.6, 0.41, 691.69, 86.8, 6.0, 100, 4, 0, 357.74, 0, 0.76, 71.07, 6.0, 0, 0, 4.84, 0.5, 86.8
69, 96.8, 60.43, 3.89, 13.92, 50.1, 0.0, 0.16, 0.89, 0.44, 7.91, 0.22, 327.4, 43.23, 9.74, 100, 13, 0, 0, 0, 0.16, 61.41, 9.74, 0, 0, 10.91, 33.66, 43.23
13, 17.76, 57.79, 54.2, 23.48, 37.19, 0.0, 0.93, 7.85, 0.48, 9.43, 0.12, 969.15, 60.11, 9.67, 100, 23, 0, 0, 0, 0.93, 100, 9.67, 0, 0, 100, 36.99, 60.11
17, 38.08, 15.04, 78.59, 16.09, 68.6, 0.0, 0.3, 6.11, 0.18, 3.91, 0.23, 404.94, 37.12, 1.51, 100, 16, 0, 135.8, 0, 0.3, 100, 1.51, 0, 0, 15.65, 16.62, 37.12
69, 28.04, 41.76, 86.73, 8.83, 54.76, 0.0, 0.29, 0.66, 0.33, 1.78, 0.98, 129.52, 52.89, 8.0, 100, 8, 0, 0, 0, 0.29, 45.54, 8.0, 0, 0, 3.46, 16.17, 52.89
11, 82.25, 88.56, 96.62, 29.24, 14.41, 0.0, 0.45, 9.71, 0.43, 5.98, 0.56, 818.67, 53.6, 4.18, 100, 29, 0, 112.49, 0, 0.45, 100, 4.18, 0, 0, 62.81, 19.51, 53.6
24, 66.5, 85.68, 57.85, 8.41, 61.93, 0.0, 0.68, 4.33, 0.57, 4.53, 0.47, 862.31, 85.93, 1.76, 100, 8, 0, 313.35, 0, 0.68, 100, 1.76, 0, 0, 22.8, 7.49, 85.93
12, 19.44, 89.07, 15.12, 11.98, 74.52, 0.0, 0.41, 8.62, 0.19, 3.55, 0.46, 429.97, 46.06, 1.69, 100, 11, 0, 248.16, 0, 0.41, 100, 1.69, 0, 0, 15.07, 5.86, 46.06
11, 50.78, 65.68, 6.47, 12.37, 14.25, 0.0, 0.93, 9.52, 0.28, 1.6, 0.67, 516.7, 81.67, 7.3, 100, 12, 0, 340.33, 0, 0.93, 100, 7.3, 0, 0, 15.85, 11.23, 81.67
16, 28.3, 80.18, 44.62, 26.0, 18.99, 0.0, 0.25, 6.28, 0.06, 5.14, 0.63, 555.02, 25.79, 1.17, 100, 26, 0, 155.89, 0, 0.25, 100, 1.17, 0, 0, 24.38, 27.02, 25.79
52, 50.61, 57.03, 19.09, 10.25, 50.96, 0.0, 0.57, 1.93, 0.09, 2.6, 0.83, 807.21, 93.28, 7.58, 100, 10, 0, 66.09, 0, 0.57, 100, 7.58, 0, 0, 14.24, 3.91, 93.28
59, 12.87, 3.54, 19.73, 10.14, 50.49, 0.0, 0.95, 1.71, 0.52, 6.01, 0.88, 855.33, 23.42, 4.15, 100, 10, 0, 0, 0, 0.95, 100, 4.15, 0, 0, 53.56, 6.19, 23.42
18, 89.79, 39.05, 19.15, 9.11, 53.33, 0.0, 0.12, 5.64, 0.02, 2.26, 0.47, 313.95, 90.69, 9.36, 82.4, 9, 0, 270.6, 0, 0.12, 100, 9.36, 0, 0, 2.41, 1.4, 90.69
69, 72.48, 22.36, 15.33, 15.74, 14.44, 0.0, 0.49, 0.79, 0.6, 4.5, 0.02, 999.77, 14.78, 2.51, 100, 15, 0, 0, 0, 0.49, 54.51, 2.51, 0, 0, 27.71, 16.22, 14.78
69, 64.41, 35.03, 59.8, 20.71, 12.13, 0.0, 0.3, 0.32, 0.36, 1.69, 0.03, 953.75, 53.29, 6.34, 100, 20, 0, 336.4, 0, 0.3, 22.08, 6.34, 0, 0, 8.93, 11.94, 53.29
69, 39.51, 75.94, 58.03, 24.26, 94.26, 0.0, 0.95, 0.79, 0.19, 3.62, 0.38, 678.49, 40.35, 8.86, 100, 24, 0, 0, 0, 0.95, 54.51, 8.86, 0, 0, 72.39, 12.29, 40.35
15, 43.72, 46.59, 79.14, 15.61, 37.65, 0.0, 0.93, 7.02, 0.35, 4.2, 0.14, 600.62, 64.22, 1.96, 100, 15, 0, 0, 0, 0.93, 100, 1.96, 0, 0, 49.32, 15.81, 64.22
21, 40.75, 62.71, 44.77, 21.36, 31.02, 0.0, 0.41, 4.84, 0.8, 7.13, 0.44, 357.88, 31.2, 2.93, 100, 21, 0, 0, 0, 0.41, 100, 2.93, 0, 0, 40.88, 33.41, 31.2
11, 67.63, 73.68, 63.98, 3.67, 60.31, 0.0, 0.32, 9.25, 0.98, 1.08, 0.65, 105.81, 22.2, 8.72, 78.99, 3, 0, 100.5, 0, 0.32, 100, 8.72, 0, 0, 0.43, 58.83, 22.2
13, 52.02, 85.96, 12.92, 4.26, 1.44, 0.0, 0.81, 8.07, 0.84, 3.65, 0.92, 104.28, 82.22, 4.25, 100, 4, 0, 0, 0, 0.81, 100, 4.25, 0, 0, 10.78, 8.88, 82.22
13, 85.31, 19.88, 98.41, 1.01, 9.07, 0.0, 0.63, 8.17, 0.26, 8.34, 0.0, 141.89, 74.42, 4.64, 85.91, 1, 0, 75.86, 0, 0.63, 100, 4.64, 0, 0, 5.06, 3.6, 74.42
20, 55.0, 77.2, 67.05, 11.62, 72.41, 0.0, 0.71, 5.1, 0.11, 4.62, 0.79, 138.36, 15.53, 1.17, 100, 11, 0, 0, 0, 0.71, 100, 1.17, 0, 0, 33.28, 7.77, 15.53
